Year,FlagOfRegistration,FlagOfRegistration Label,BeneficialOwnership,BeneficialOwnership Label,Dead weight tons in thousands,Dead weight tons in thousands Footnote,Percentage of total fleet,Percentage of total fleet Footnote,Number of ships,Number of ships Footnote
2020,591,"Panama",531,"Curaçao",0,,0,,0,
2020,591,"Panama",5310,"Central Asia",2.017,,0.00061,,1,
2020,591,"Panama",5320,"Southern Asia",3369.664,,1.02557,,60,
2020,591,"Panama",533,"Aruba",0,,0,,0,
2020,591,"Panama",5330,"Eastern Asia",222302.683,,67.65855,,3811,
2020,591,"Panama",5340,"Western Asia",12355.379,,3.7604,,582,
2020,591,"Panama",535,"Bonaire, Sint Eustatius and Saba",0,,0,,0,
2020,591,"Panama",5350,"South-eastern Asia",14814.757,,4.50892,,476,
2020,591,"Panama",540,"New Caledonia",0,,0,,0,
2020,591,"Panama",5400,"Europe",61692.029,,18.77617,,1127,
2020,591,"Panama",5410,"Eastern Europe",2011.72,,0.61227,,85,
2020,591,"Panama",5420,"Northern Europe",6939.976,,2.1122,,138,
2020,591,"Panama",5430,"Southern Europe",27475.284,,8.36219,,543,
2020,591,"Panama",5440,"Western Europe",25265.049,,7.6895,,361,
2020,591,"Panama",548,"Vanuatu",2.5,,0.00076,,1,
2020,591,"Panama",5500,"Oceania",397.73,,0.12105,,23,
2020,591,"Panama",554,"New Zealand",8.465,,0.00258,,1,
2020,591,"Panama",558,"Nicaragua",0,,0,,0,
2020,591,"Panama",5600,"Asia and Oceania",253242.23,,77.0751,,4953,
2020,591,"Panama",566,"Nigeria",602.905,,0.1835,,13,
2020,591,"Panama",579,"Norway",2061.004,,0.62727,,43,
2020,591,"Panama",580,"Northern Mariana Islands",0,,0,,0,
2020,591,"Panama",583,"Micronesia (Federated States of)",0,,0,,0,
2020,591,"Panama",584,"Marshall Islands",188.623,,0.05741,,13,
2020,591,"Panama",585,"Palau",0,,0,,0,
2020,591,"Panama",586,"Pakistan",171.877,,0.05231,,4,
2020,591,"Panama",591,"Panama",756.679,,0.2303,,72,
2020,591,"Panama",598,"Papua New Guinea",0,,0,,0,
2020,591,"Panama",600,"Paraguay",0,,0,,0,
2020,591,"Panama",604,"Peru",82.807,,0.0252,,8,
2020,591,"Panama",608,"Philippines",122.477,,0.03728,,11,
2020,591,"Panama",616,"Poland",0,,0,,0,
2020,591,"Panama",620,"Portugal",223.775,,0.06811,,9,
2020,591,"Panama",624,"Guinea-Bissau",0,,0,,0,
2020,591,"Panama",626,"Timor-Leste",0,,0,,0,
2020,591,"Panama",634,"Qatar",197.382,,0.06007,,4,
2020,591,"Panama",638,"Réunion",0,,0,,0,
2020,591,"Panama",642,"Romania",95.368,,0.02903,,12,
2020,591,"Panama",643,"Russian Federation",869.691,,0.26469,,36,
2020,591,"Panama",652,"Saint Barthélemy",0,,0,,0,
2020,591,"Panama",654,"Saint Helena",0,,0,,0,
2020,591,"Panama",659,"Saint Kitts and Nevis",5.273,,0.0016,,1,
2020,591,"Panama",660,"Anguilla",0,,0,,0,
2020,591,"Panama",662,"Saint Lucia",0,,0,,0,
2020,591,"Panama",666,"Saint Pierre and Miquelon",0,,0,,0,
2020,591,"Panama",670,"Saint Vincent and the Grenadines",0,,0,,0,
2020,591,"Panama",678,"Sao Tome and Principe",0,,0,,0,
2020,591,"Panama",682,"Saudi Arabia",32.654,,0.00994,,6,
2020,591,"Panama",686,"Senegal",0,,0,,0,
2020,591,"Panama",690,"Seychelles",43.751,,0.01332,,2,
2020,591,"Panama",694,"Sierra Leone",0,,0,,0,
2020,591,"Panama",702,"Singapore",11301.74,,3.43972,,288,
2020,591,"Panama",704,"Viet Nam",2174.14,,0.66171,,123,
2020,591,"Panama",705,"Slovenia",0,,0,,0,
2020,591,"Panama",706,"Somalia",0,,0,,0,
2020,591,"Panama",710,"South Africa",1.664,,0.00051,,1,
2020,591,"Panama",724,"Spain",103.579,,0.03152,,20,
2020,591,"Panama",729,"Sudan",0,,0,,0,
2020,591,"Panama",740,"Suriname",4.899,,0.00149,,1,
2020,591,"Panama",752,"Sweden",12.189,,0.00371,,2,
2020,591,"Panama",756,"Switzerland",16971.22,,5.16525,,206,
2020,591,"Panama",757,"Switzerland, Liechtenstein",16971.22,,5.16525,,206,
2020,591,"Panama",760,"Syrian Arab Republic",8.75,,0.00266,,1,
2020,591,"Panama",764,"Thailand",372.332,,0.11332,,13,
2020,591,"Panama",768,"Togo",0,,0,,0,
2020,591,"Panama",772,"Tokelau",0,,0,,0,
2020,591,"Panama",776,"Tonga",0,,0,,0,
2020,591,"Panama",780,"Trinidad and Tobago",0,,0,,0,
2020,591,"Panama",784,"United Arab Emirates",6598.935,,2.00841,,247,
2020,591,"Panama",788,"Tunisia",0,,0,,0,
2020,591,"Panama",792,"Turkey",2631.357,,0.80086,,255,
2020,591,"Panama",795,"Turkmenistan",2.017,,0.00061,,1,
2020,591,"Panama",796,"Turks and Caicos Islands",0,,0,,0,
2020,591,"Panama",798,"Tuvalu",0,,0,,0,
2020,591,"Panama",804,"Ukraine",829.416,,0.25244,,33,
2020,591,"Panama",818,"Egypt",1903.659,,0.57938,,47,
2020,591,"Panama",830,"Channel Islands",0,,0,,0,
2020,591,"Panama",834,"Tanzania, United Republic of",58.359,,0.01776,,2,
2020,591,"Panama",841,"United States of America including Puerto Rico",1236.642,,0.37638,,68,
2020,591,"Panama",842,"United States of America",1240.217,,0.37746,,70,
2020,591,"Panama",850,"United States Virgin Islands",3.575,,0.00109,,2,
2020,591,"Panama",858,"Uruguay",54.176,,0.01649,,6,
2020,591,"Panama",862,"Venezuela (Bolivarian Rep. of)",866.737,,0.26379,,13,
2020,591,"Panama",876,"Wallis and Futuna Islands",0,,0,,0,
2020,591,"Panama",882,"Samoa",45.727,,0.01392,,1,
2020,591,"Panama",887,"Yemen",28.367,,0.00863,,2,
2020,591,"Panama",926,"United Kingdom",3530.242,,1.07444,,63,
2020,620,"Portugal",0000,"World",20695.827,,100,,518,
2020,620,"Portugal",0000u,"World n.e.s.",2.438,,0.01178,,1,
2020,620,"Portugal",008,"Albania",0,,0,,0,
2020,620,"Portugal",012,"Algeria",0,,0,,0,
2020,620,"Portugal",016,"American Samoa",0,,0,,0,
2020,620,"Portugal",024,"Angola",0,,0,,0,
2020,620,"Portugal",028,"Antigua and Barbuda",0,,0,,0,
2020,620,"Portugal",031,"Azerbaijan",0,,0,,0,
2020,620,"Portugal",032,"Argentina",0,,0,,0,
2020,620,"Portugal",036,"Australia",11.203,,0.05413,,1,
2020,620,"Portugal",040,"Austria",0,,0,,0,
2020,620,"Portugal",044,"Bahamas",0,,0,,0,
2020,620,"Portugal",048,"Bahrain",0,,0,,0,
2020,620,"Portugal",050,"Bangladesh",0,,0,,0,
2020,620,"Portugal",052,"Barbados",0,,0,,0,
2020,620,"Portugal",056,"Belgium",52.788,,0.25507,,1,
2020,620,"Portugal",060,"Bermuda",0,,0,,0,
2020,620,"Portugal",068,"Bolivia (Plurinational State of)",0,,0,,0,
2020,620,"Portugal",076,"Brazil",0,,0,,0,
2020,620,"Portugal",084,"Belize",0,,0,,0,
2020,620,"Portugal",090,"Solomon Islands",0,,0,,0,
2020,620,"Portugal",092,"British Virgin Islands",0,,0,,0,
2020,620,"Portugal",096,"Brunei Darussalam",0,,0,,0,
2020,620,"Portugal",100,"Bulgaria",0,,0,,0,
2020,620,"Portugal",104,"Myanmar",0,,0,,0,
2020,620,"Portugal",1100,"Developed economies",19077.177,,92.17886,,489,
2020,620,"Portugal",1120,"Developed economies: America",8.958,,0.04328,,2,
2020,620,"Portugal",1130,"Developed economies: Asia",0,,0,,0,
2020,620,"Portugal",1140,"Developed economies: Europe",19057.016,,92.08144,,486,
2020,620,"Portugal",1150,"Developed economies: Oceania",11.203,,0.05413,,1,
2020,620,"Portugal",116,"Cambodia",0,,0,,0,
2020,620,"Portugal",120,"Cameroon",0,,0,,0,
2020,620,"Portugal",1200,"Developing economies",1616.212,,7.80936,,28,
2020,620,"Portugal",1210,"Developing economies: Africa",0,,0,,0,
2020,620,"Portugal",1220,"Developing economies: America",0,,0,,0,
2020,620,"Portugal",1230,"Developing economies: Asia",1616.212,,7.80936,,28,
2020,620,"Portugal",124,"Canada",1.177,,0.00569,,1,
2020,620,"Portugal",1250,"Developing economies: Oceania",0,,0,,0,
2020,620,"Portugal",1300,"Transition economies",0,,0,,0,
2020,620,"Portugal",132,"Cabo Verde",0,,0,,0,
2020,620,"Portugal",136,"Cayman Islands",0,,0,,0,
2020,620,"Portugal",144,"Sri Lanka",0,,0,,0,
2020,620,"Portugal",152,"Chile",0,,0,,0,
2020,620,"Portugal",156,"China",661.749,,3.1975,,6,
2020,620,"Portugal",158,"China, Taiwan Province of",0,,0,,0,
2020,620,"Portugal",170,"Colombia",0,,0,,0,
2020,620,"Portugal",174,"Comoros",0,,0,,0,
2020,620,"Portugal",175,"Mayotte",0,,0,,0,
2020,620,"Portugal",178,"Congo",0,,0,,0,
2020,620,"Portugal",180,"Congo, Dem. Rep. of the",0,,0,,0,
2020,620,"Portugal",184,"Cook Islands",0,,0,,0,
2020,620,"Portugal",188,"Costa Rica",0,,0,,0,
2020,620,"Portugal",191,"Croatia",0,,0,,0,
2020,620,"Portugal",192,"Cuba",0,,0,,0,
2020,620,"Portugal",196,"Cyprus",81.581,,0.39419,,2,
2020,620,"Portugal",204,"Benin",0,,0,,0,
2020,620,"Portugal",208,"Denmark",95.34,,0.46067,,4,
2020,620,"Portugal",2101,"Developed economies: Asia and Oceania",11.203,,0.05413,,1,
2020,620,"Portugal",2102,"Developing economies: Asia and Oceania",1616.212,,7.80936,,28,
2020,620,"Portugal",2116,"Sub-Saharan Africa excluding South Africa",0,,0,,0,
2020,620,"Portugal",2117,"Africa excluding South Africa",0,,0,,0,
2020,620,"Portugal",212,"Dominica",0,,0,,0,
2020,620,"Portugal",214,"Dominican Republic",0,,0,,0,
2020,620,"Portugal",2160,"Developing economies excluding China",954.463,,4.61186,,22,
2020,620,"Portugal",2161,"Developing economies excluding LDCs",1616.212,,7.80936,,28,
2020,620,"Portugal",218,"Ecuador",0,,0,,0,
2020,620,"Portugal",2200,"M49 developing regions",1616.212,,7.80936,,28,
2020,620,"Portugal",2205,"M49 developed regions",19077.177,,92.17886,,489,
2020,620,"Portugal",2210,"LDCs (Least developed countries)",0,,0,,0,
2020,620,"Portugal",2211,"LDCs: Africa and Haiti",0,,0,,0,
2020,620,"Portugal",2213,"LDCs: Asia",0,,0,,0,
2020,620,"Portugal",2216,"LDCs: Islands",0,,0,,0,
2020,620,"Portugal",222,"El Salvador",0,,0,,0,
2020,620,"Portugal",2220,"LLDCs (Landlocked developing countries)",0,,0,,0,
2020,620,"Portugal",2221,"LDCs: Africa",0,,0,,0,
2020,620,"Portugal",2222,"LDCs: Islands and Haiti",0,,0,,0,
2020,620,"Portugal",2230,"SIDS (Small island developing States) (UNCTAD)",0,,0,,0,
2020,620,"Portugal",2231,"SIDS: Atlantic and Indian Ocean",0,,0,,0,
2020,620,"Portugal",2232,"SIDS: Caribbean",0,,0,,0,
2020,620,"Portugal",2233,"SIDS: Pacific",0,,0,,0,
2020,620,"Portugal",2250,"SIDS (Small island developing States) (UN-OHRLLS)",3.7,,0.01788,,1,
2020,620,"Portugal",226,"Equatorial Guinea",0,,0,,0,
2020,620,"Portugal",231,"Ethiopia",0,,0,,0,
2020,620,"Portugal",232,"Eritrea",0,,0,,0,
2020,620,"Portugal",233,"Estonia",61.119,,0.29532,,8,
2020,620,"Portugal",234,"Faroe Islands",0,,0,,0,
2020,620,"Portugal",2370,"Selected exporters of petroleum",0,,0,,0,
2020,620,"Portugal",2371,"Selected exporters of manufactured goods",1616.212,,7.80936,,28,
2020,620,"Portugal",2372,"Selected exporters of manufactured goods and primary commodities",786.689,,3.8012,,9,
2020,620,"Portugal",2373,"Selected exporters of agricultural products",0,,0,,0,
2020,620,"Portugal",2374,"Selected exporters of minerals and mining products",0,,0,,0,
2020,620,"Portugal",2376,"Selected LIFDC (Low-income food-deficit countries)",0,,0,,0,
2020,620,"Portugal",2378,"LIFDC (Low-income food-deficit countries) (FAO)",0,,0,,0,
2020,620,"Portugal",238,"Falkland Islands (Malvinas)",0,,0,,0,
2020,620,"Portugal",2411,"Net food-importing economies",17197.578,,83.09684,,400,
2020,620,"Portugal",2412,"Net food-exporting economies",3495.811,,16.89138,,117,
2020,620,"Portugal",2413,"Net food-exporting developing economies",124.94,,0.6037,,3,
2020,620,"Portugal",2414,"Net food-exporting transition economies",0,,0,,0,
2020,620,"Portugal",2415,"Net food-exporting developed economies",3370.871,,16.28768,,114,
2020,620,"Portugal",2416,"Major net food-exporting economies",3451.126,,16.67547,,110,
2020,620,"Portugal",242,"Fiji",0,,0,,0,
2020,620,"Portugal",2420,"Net food-importing developing economies",1491.272,,7.20567,,25,
2020,620,"Portugal",2421,"Net food-importing transition economies",0,,0,,0,
2020,620,"Portugal",2422,"Net food-importing developed economies",15706.306,,75.89117,,375,
2020,620,"Portugal",2423,"Major net food-importing economies",16821.713,,81.2807,,379,
2020,620,"Portugal",246,"Finland",0,,0,,0,
2020,620,"Portugal",250,"France, metropolitan",140.685,,0.67977,,4,
2020,620,"Portugal",2508,"Industrialized economies (UNIDO)",19604.107,,94.72493,,489,
2020,620,"Portugal",2509,"EIEs (Emerging Industrial Economies) (UNIDO)",1089.282,,5.26329,,28,
2020,620,"Portugal",251,"France",140.685,,0.67977,,4,
2020,620,"Portugal",2510,"Emerging markets",1616.212,,7.80936,,28,
2020,620,"Portugal",2511,"Emerging markets: Africa",0,,0,,0,
2020,620,"Portugal",2512,"Emerging markets: America",0,,0,,0,
2020,620,"Portugal",2513,"Emerging markets: Asia",1616.212,,7.80936,,28,
2020,620,"Portugal",2514,"Emerging markets: Europe and Kazakhstan",0,,0,,0,
2020,620,"Portugal",258,"French Polynesia",0,,0,,0,
2020,620,"Portugal",2611,"HIPCs (Heavily indebted poor countries) (IMF)",0,,0,,0,
2020,620,"Portugal",262,"Djibouti",0,,0,,0,
2020,620,"Portugal",2621,"High-income developing economies",1616.212,,7.80936,,28,
2020,620,"Portugal",2622,"Middle-income developing economies",0,,0,,0,
2020,620,"Portugal",2623,"Low-income developing economies",0,,0,,0,
2020,620,"Portugal",2624,"Low-income economies (World Bank)",0,,0,,0,
2020,620,"Portugal",2625,"Lower-middle-income economies (World Bank)",0,,0,,0,
2020,620,"Portugal",2626,"Upper-middle-income economies (World Bank)",786.689,,3.8012,,9,
2020,620,"Portugal",2627,"High-income economies (World Bank)",19906.7,,96.18702,,508,
2020,620,"Portugal",2628,"High-income OECD members (World Bank)",18995.596,,91.78467,,487,
2020,620,"Portugal",2629,"High-income non OECD members (World Bank)",911.104,,4.40236,,21,
2020,620,"Portugal",266,"Gabon",0,,0,,0,
2020,620,"Portugal",268,"Georgia",0,,0,,0,
2020,620,"Portugal",270,"Gambia",0,,0,,0,
2020,620,"Portugal",2710,"BASIC",661.749,,3.1975,,6,
2020,620,"Portugal",2711,"BRICS",661.749,,3.1975,,6,
2020,620,"Portugal",276,"Germany",14045.73,,67.86745,,296,
2020,620,"Portugal",288,"Ghana",0,,0,,0,
2020,620,"Portugal",292,"Gibraltar",0,,0,,0,
2020,620,"Portugal",296,"Kiribati",0,,0,,0,
2020,620,"Portugal",300,"Greece",176.327,,0.85199,,10,
2020,620,"Portugal",304,"Greenland",0,,0,,0,
2020,620,"Portugal",308,"Grenada",0,,0,,0,
2020,620,"Portugal",3101,"AMU (Arab Maghreb Union)",0,,0,,0,
2020,620,"Portugal",3102,"COMESA (Common Market for Eastern and Southern Africa)",0,,0,,0,
2020,620,"Portugal",3103,"ECCAS (Economic Community of Central African States)",0,,0,,0,
2020,620,"Portugal",3104,"ECOWAS (Economic Community of West African States)",0,,0,,0,
2020,620,"Portugal",3105,"MRU (Mano River Union)",0,,0,,0,
2020,620,"Portugal",3106,"SADC (Southern African Development Community)",0,,0,,0,
2020,620,"Portugal",3107,"CEMAC (Economic and Monetary Community of Central Africa)",0,,0,,0,
2020,620,"Portugal",3108,"WAEMU (West African Economic and Monetary Union)",0,,0,,0,
2020,620,"Portugal",3109,"CEPGL (Economic Community of the Great Lakes Countries)",0,,0,,0,
2020,620,"Portugal",3110,"EAC (East African Community)",0,,0,,0,
2020,620,"Portugal",3111,"SACU (Southern African Customs Union)",0,,0,,0,
2020,620,"Portugal",3112,"CEN-SAD (Community of Sahel-Saharan States)",0,,0,,0,
2020,620,"Portugal",3113,"IGAD (Intergovernmental Authority on Development)",0,,0,,0,
2020,620,"Portugal",3114,"United Nations member States",19867.566,,95.99793,,499,
2020,620,"Portugal",312,"Guadeloupe",0,,0,,0,
2020,620,"Portugal",316,"Guam",0,,0,,0,
2020,620,"Portugal",320,"Guatemala",0,,0,,0,
2020,620,"Portugal",3201,"CAN (Andean Community)",0,,0,,0,
2020,620,"Portugal",3202,"CACM (Central American Common Market)",0,,0,,0,
2020,620,"Portugal",3203,"CARICOM (Caribbean Community)",0,,0,,0,
2020,620,"Portugal",3204,"FTAA (Free Trade Area of the Americas)",8.958,,0.04328,,2,
2020,620,"Portugal",3205,"LAIA (Latin American Integration Association)",0,,0,,0,
2020,620,"Portugal",3206,"NAFTA (North American Free Trade Agreement)",8.958,,0.04328,,2,
2020,620,"Portugal",3207,"OECS (Organisation of Eastern Caribbean States)",0,,0,,0,
2020,620,"Portugal",3208,"MERCOSUR (Southern Common Market)",0,,0,,0,
2020,620,"Portugal",3209,"ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty)",0,,0,,0,
2020,620,"Portugal",3210,"UNASUR (Union of South American Nations)",0,,0,,0,
2020,620,"Portugal",3211,"ACS (Association of Caribbean States)",0,,0,,0,
2020,620,"Portugal",324,"Guinea",0,,0,,0,
2020,620,"Portugal",328,"Guyana",0,,0,,0,
2020,620,"Portugal",3301,"ASEAN (Association of Southeast Asian Nations)",3.7,,0.01788,,1,
2020,620,"Portugal",3302,"APTA (Asia-Pacific Trade Agreement)",661.749,,3.1975,,6,
2020,620,"Portugal",3303,"GCC (The Cooperation Council for the Arab States of the Gulf)",0,,0,,0,
2020,620,"Portugal",3304,"SAARC (South Asian Association for Regional Cooperation)",0,,0,,0,
2020,620,"Portugal",3305,"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",665.449,,3.21538,,7,
2020,620,"Portugal",3306,"ECO (Economic Cooperation Organization)",124.94,,0.6037,,3,
2020,620,"Portugal",3307,"African Union",0,,0,,0,
2020,620,"Portugal",3310,"ADB (African Development Bank), developing member countries",661.749,,3.1975,,6,
2020,620,"Portugal",3311,"ADB: Group A",0,,0,,0,
2020,620,"Portugal",3312,"ADB: Group B",0,,0,,0,
2020,620,"Portugal",3313,"ADB: Group C",661.749,,3.1975,,6,
2020,620,"Portugal",332,"Haiti",0,,0,,0,
2020,620,"Portugal",3320,"ECA (Economic Commission for Africa)",0,,0,,0,
2020,620,"Portugal",3321,"ECA: North Africa",0,,0,,0,
2020,620,"Portugal",3322,"ECA: East Africa",0,,0,,0,
2020,620,"Portugal",3323,"ECA: Central Africa",0,,0,,0,
2020,620,"Portugal",3324,"ECA: Southern Africa",0,,0,,0,
2020,620,"Portugal",3325,"ECA: West Africa",0,,0,,0,
2020,620,"Portugal",3330,"ECLAC (Economic Commission for Latin America and the Caribbean)",0,,0,,0,
2020,620,"Portugal",3331,"ECLAC: Caribbean",0,,0,,0,
2020,620,"Portugal",3332,"ECLAC: Latin America",0,,0,,0,
2020,620,"Portugal",3340,"ESCAP (Economic and Social Commission for Asia and the Pacific)",1627.415,,7.86349,,29,
2020,620,"Portugal",3341,"ESCAP: Africa",0,,0,,0,
2020,620,"Portugal",3342,"ESCAP: Latin America",0,,0,,0,
2020,620,"Portugal",3343,"ESCAP: Europe",19057.016,,92.08144,,486,
2020,620,"Portugal",3344,"ESCAP: East and North-East Asia (ENEA)",1487.572,,7.18779,,24,
2020,620,"Portugal",3345,"ESCAP: North and Central Asia",0,,0,,0,
2020,620,"Portugal",3346,"ESCAP: South and South-West Asia",124.94,,0.6037,,3,
2020,620,"Portugal",3347,"ESCAP: Pacific",11.203,,0.05413,,1,
2020,620,"Portugal",3348,"ESCAP: Pacific island developing economies (PIDE)",1487.572,,7.18779,,24,
2020,620,"Portugal",3349,"ESCAP: Other area",0,,0,,0,
2020,620,"Portugal",3350,"ESCAP: East and North-East Asia, incl. the Russian Federation",1487.572,,7.18779,,24,
2020,620,"Portugal",3355,"UNECE (Economic Commission for Europe)",19190.914,,92.72842,,491,
2020,620,"Portugal",3360,"UNECE: Eastern Europe, Caucasus and Central Asia",0,,0,,0,
2020,620,"Portugal",3361,"UNECE: West Balkans",0,,0,,0,
2020,620,"Portugal",3370,"ESCWA (Economic and Social Commission for Western Asia)",0,,0,,0,
2020,620,"Portugal",3371,"ESCWA: Arab countries",0,,0,,0,
2020,620,"Portugal",340,"Honduras",0,,0,,0,
2020,620,"Portugal",3401,"EFTA (European Free Trade Association)",2295.134,,11.08984,,80,
2020,620,"Portugal",3402,"EU25 (European Union 2004 … 2007)",16761.882,,80.9916,,406,
2020,620,"Portugal",3404,"EU15 (European Union 1995 … 2004)",16517.659,,79.81154,,388,
2020,620,"Portugal",3406,"Euro area",16193.927,,78.24731,,388,
2020,620,"Portugal",3408,"EU27 (European Union 2007 … 2013)",16761.882,,80.9916,,406,
2020,620,"Portugal",3410,"EU28 (European Union 2013 … 2020)",16761.882,,80.9916,,406,
2020,620,"Portugal",3411,"CEFTA (Central European Free Trade Agreement)",0,,0,,0,
2020,620,"Portugal",3412,"European Union (2020 …)",16566.316,,80.04665,,397,
2020,620,"Portugal",344,"China, Hong Kong SAR",825.823,,3.99029,,18,
2020,620,"Portugal",3501,"MSG (Melanesian Spearhead Group)",0,,0,,0,
2020,620,"Portugal",352,"Iceland",0,,0,,0,
2020,620,"Portugal",356,"India",0,,0,,0,
2020,620,"Portugal",360,"Indonesia",0,,0,,0,
2020,620,"Portugal",3601,"Northern America and Europe",19065.974,,92.12473,,488,
2020,620,"Portugal",3602,"Central and Southern Asia",0,,0,,0,
2020,620,"Portugal",3603,"Eastern and South-Eastern Asia",1491.272,,7.20567,,25,
2020,620,"Portugal",3604,"Western Asia and Northern Africa",124.94,,0.6037,,3,
2020,620,"Portugal",364,"Iran (Islamic Republic of)",0,,0,,0,
2020,620,"Portugal",368,"Iraq",0,,0,,0,
2020,620,"Portugal",372,"Ireland",0,,0,,0,
2020,620,"Portugal",376,"Israel",0,,0,,0,
2020,620,"Portugal",380,"Italy",14.391,,0.06954,,5,
2020,620,"Portugal",384,"Côte d'Ivoire",0,,0,,0,
2020,620,"Portugal",388,"Jamaica",0,,0,,0,
2020,620,"Portugal",3901,"APEC (Asia-Pacific Economic Cooperation)",1511.433,,7.30308,,28,
2020,620,"Portugal",3903,"CIS (Commonwealth of Independent States)",0,,0,,0,
2020,620,"Portugal",3905,"OECD (Organisation for Economic Cooperation and Development)",19120.536,,92.38836,,490,
2020,620,"Portugal",3906,"OPEC (Organization of the Petroleum Exporting Countries)",0,,0,,0,
2020,620,"Portugal",3907,"ACP (African, Caribbean and Pacific Group of States)",0,,0,,0,
