,Year,FlagOfRegistration,FlagOfRegistration Label,BeneficialOwnership,BeneficialOwnership Label,Dead weight tons in thousands,Percentage of total fleet,Number of ships
51581,2020,300,Greece,2415,Net food-exporting developed economies,3127.975,4.56545,18
51582,2020,300,Greece,2416,Major net food-exporting economies,3135.658,4.57667,22
51583,2020,300,Greece,242,Fiji,0.0,0.0,0
51584,2020,300,Greece,2420,Net food-importing developing economies,786.676,1.1482,10
51585,2020,300,Greece,2421,Net food-importing transition economies,3.05,0.00445,1
51586,2020,300,Greece,2422,Net food-importing developed economies,64560.981,94.23033,693
51587,2020,300,Greece,2423,Major net food-importing economies,4503.037,6.57243,31
51588,2020,300,Greece,246,Finland,0.0,0.0,0
51589,2020,300,Greece,250,"France, metropolitan",0.0,0.0,0
51590,2020,300,Greece,2508,Industrialized economies (UNIDO),7631.012,11.13789,49
51591,2020,300,Greece,2509,EIEs (Emerging Industrial Economies) (UNIDO),60852.303,88.81731,676
51592,2020,300,Greece,251,France,3421.927,4.99449,12
51593,2020,300,Greece,2510,Emerging markets,794.359,1.15941,14
51594,2020,300,Greece,2511,Emerging markets: Africa,0.0,0.0,0
51595,2020,300,Greece,2512,Emerging markets: America,0.0,0.0,0
51596,2020,300,Greece,2513,Emerging markets: Asia,791.889,1.15581,12
51597,2020,300,Greece,2514,Emerging markets: Europe and Kazakhstan,2.47,0.00361,2
51598,2020,300,Greece,258,French Polynesia,0.0,0.0,0
51599,2020,300,Greece,2611,HIPCs (Heavily indebted poor countries) (IMF),0.0,0.0,0
51600,2020,300,Greece,262,Djibouti,0.0,0.0,0
51601,2020,300,Greece,2621,High-income developing economies,791.889,1.15581,12
51602,2020,300,Greece,2622,Middle-income developing economies,2.432,0.00355,2
51603,2020,300,Greece,2623,Low-income developing economies,0.0,0.0,0
51604,2020,300,Greece,2624,Low-income economies (World Bank),0.0,0.0,0
51605,2020,300,Greece,2625,Lower-middle-income economies (World Bank),2.47,0.00361,2
51606,2020,300,Greece,2626,Upper-middle-income economies (World Bank),10.695,0.01561,5
51607,2020,300,Greece,2627,High-income economies (World Bank),68475.632,99.94398,721
51608,2020,300,Greece,2628,High-income OECD members (World Bank),67682.766,98.78675,710
51609,2020,300,Greece,2629,High-income non OECD members (World Bank),792.866,1.15723,11
51610,2020,300,Greece,266,Gabon,0.0,0.0,0
51611,2020,300,Greece,268,Georgia,0.0,0.0,0
51612,2020,300,Greece,270,Gambia,0.0,0.0,0
51613,2020,300,Greece,2710,BASIC,0.0,0.0,0
51614,2020,300,Greece,2711,BRICS,0.0,0.0,0
51615,2020,300,Greece,276,Germany,3.479,0.00508,2
51616,2020,300,Greece,288,Ghana,0.0,0.0,0
51617,2020,300,Greece,292,Gibraltar,0.0,0.0,0
51618,2020,300,Greece,296,Kiribati,0.0,0.0,0
51619,2020,300,Greece,300,Greece,60838.43,88.79706,671
51620,2020,300,Greece,304,Greenland,0.0,0.0,0
51621,2020,300,Greece,308,Grenada,0.0,0.0,0
51622,2020,300,Greece,3101,AMU (Arab Maghreb Union),0.0,0.0,0
51623,2020,300,Greece,3102,COMESA (Common Market for Eastern and Southern Africa),0.0,0.0,0
51624,2020,300,Greece,3103,ECCAS (Economic Community of Central African States),0.0,0.0,0
51625,2020,300,Greece,3104,ECOWAS (Economic Community of West African States),0.0,0.0,0
51626,2020,300,Greece,3105,MRU (Mano River Union),0.0,0.0,0
51627,2020,300,Greece,3106,SADC (Southern African Development Community),0.0,0.0,0
51628,2020,300,Greece,3107,CEMAC (Economic and Monetary Community of Central Africa),0.0,0.0,0
51629,2020,300,Greece,3108,WAEMU (West African Economic and Monetary Union),0.0,0.0,0
51630,2020,300,Greece,3109,CEPGL (Economic Community of the Great Lakes Countries),0.0,0.0,0
51631,2020,300,Greece,3110,EAC (East African Community),0.0,0.0,0
51632,2020,300,Greece,3111,SACU (Southern African Customs Union),0.0,0.0,0
51633,2020,300,Greece,3112,CEN-SAD (Community of Sahel-Saharan States),0.0,0.0,0
51634,2020,300,Greece,3113,IGAD (Intergovernmental Authority on Development),0.0,0.0,0
51635,2020,300,Greece,3114,United Nations member States,68488.797,99.9632,728
51636,2020,300,Greece,312,Guadeloupe,0.0,0.0,0
51637,2020,300,Greece,316,Guam,0.0,0.0,0
51638,2020,300,Greece,320,Guatemala,0.0,0.0,0
51639,2020,300,Greece,3201,CAN (Andean Community),0.0,0.0,0
51640,2020,300,Greece,3202,CACM (Central American Common Market),0.0,0.0,0
51641,2020,300,Greece,3203,CARICOM (Caribbean Community),0.0,0.0,0
51642,2020,300,Greece,3204,FTAA (Free Trade Area of the Americas),1.735,0.00253,1
51643,2020,300,Greece,3205,LAIA (Latin American Integration Association),0.0,0.0,0
51644,2020,300,Greece,3206,NAFTA (North American Free Trade Agreement),1.735,0.00253,1
51645,2020,300,Greece,3207,OECS (Organisation of Eastern Caribbean States),0.0,0.0,0
51646,2020,300,Greece,3208,MERCOSUR (Southern Common Market),0.0,0.0,0
51647,2020,300,Greece,3209,ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty),0.0,0.0,0
51648,2020,300,Greece,3210,UNASUR (Union of South American Nations),0.0,0.0,0
51649,2020,300,Greece,3211,ACS (Association of Caribbean States),0.0,0.0,0
51650,2020,300,Greece,324,Guinea,0.0,0.0,0
51651,2020,300,Greece,328,Guyana,0.0,0.0,0
51652,2020,300,Greece,3301,ASEAN (Association of Southeast Asian Nations),0.0,0.0,0
51653,2020,300,Greece,3302,APTA (Asia-Pacific Trade Agreement),0.0,0.0,0
51654,2020,300,Greece,3303,GCC (The Cooperation Council for the Arab States of the Gulf),786.676,1.1482,10
51655,2020,300,Greece,3304,SAARC (South Asian Association for Regional Cooperation),0.0,0.0,0
51656,2020,300,Greece,3305,"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",0.0,0.0,0
51657,2020,300,Greece,3306,ECO (Economic Cooperation Organization),5.213,0.00761,2
51658,2020,300,Greece,3307,African Union,0.0,0.0,0
51659,2020,300,Greece,3310,"ADB (African Development Bank), developing member countries",2.432,0.00355,2
51660,2020,300,Greece,3311,ADB: Group A,2.432,0.00355,2
51661,2020,300,Greece,3312,ADB: Group B,0.0,0.0,0
51662,2020,300,Greece,3313,ADB: Group C,0.0,0.0,0
51663,2020,300,Greece,332,Haiti,0.0,0.0,0
51664,2020,300,Greece,3320,ECA (Economic Commission for Africa),0.0,0.0,0
51665,2020,300,Greece,3321,ECA: North Africa,0.0,0.0,0
51666,2020,300,Greece,3322,ECA: East Africa,0.0,0.0,0
51667,2020,300,Greece,3323,ECA: Central Africa,0.0,0.0,0
51668,2020,300,Greece,3324,ECA: Southern Africa,0.0,0.0,0
51669,2020,300,Greece,3325,ECA: West Africa,0.0,0.0,0
51670,2020,300,Greece,3330,ECLAC (Economic Commission for Latin America and the Caribbean),0.0,0.0,0
51671,2020,300,Greece,3331,ECLAC: Caribbean,0.0,0.0,0
51672,2020,300,Greece,3332,ECLAC: Latin America,0.0,0.0,0
51673,2020,300,Greece,3340,ESCAP (Economic and Social Commission for Asia and the Pacific),7.645,0.01116,4
51674,2020,300,Greece,3341,ESCAP: Africa,0.0,0.0,0
51675,2020,300,Greece,3342,ESCAP: Latin America,0.0,0.0,0
51676,2020,300,Greece,3343,ESCAP: Europe,67692.741,98.80131,713
51677,2020,300,Greece,3344,ESCAP: East and North-East Asia (ENEA),0.0,0.0,0
51678,2020,300,Greece,3345,ESCAP: North and Central Asia,0.0,0.0,0
51679,2020,300,Greece,3346,ESCAP: South and South-West Asia,5.213,0.00761,2
51680,2020,300,Greece,3347,ESCAP: Pacific,2.432,0.00355,2
51681,2020,300,Greece,3348,ESCAP: Pacific island developing economies (PIDE),0.0,0.0,0
51682,2020,300,Greece,3349,ESCAP: Other area,786.676,1.1482,10
51683,2020,300,Greece,3350,"ESCAP: East and North-East Asia, incl. the Russian Federation",0.0,0.0,0
51684,2020,300,Greece,3355,UNECE (Economic Commission for Europe),67699.689,98.81145,716
51685,2020,300,Greece,3360,"UNECE: Eastern Europe, Caucasus and Central Asia",2.47,0.00361,2
51686,2020,300,Greece,3361,UNECE: West Balkans,3.05,0.00445,1
51687,2020,300,Greece,3370,ESCWA (Economic and Social Commission for Western Asia),786.676,1.1482,10
51688,2020,300,Greece,3371,ESCWA: Arab countries,786.676,1.1482,10
51689,2020,300,Greece,340,Honduras,0.0,0.0,0
51690,2020,300,Greece,3401,EFTA (European Free Trade Association),0.0,0.0,0
51691,2020,300,Greece,3402,EU25 (European Union 2004 … 2007),67687.221,98.79325,710
51692,2020,300,Greece,3404,EU15 (European Union 1995 … 2004),67681.031,98.78422,709
51693,2020,300,Greece,3406,Euro area,67399.587,98.37343,705
51694,2020,300,Greece,3408,EU27 (European Union 2007 … 2013),67687.221,98.79325,710
51695,2020,300,Greece,3410,EU28 (European Union 2013 … 2020),67687.221,98.79325,710
51696,2020,300,Greece,3411,CEFTA (Central European Free Trade Agreement),3.05,0.00445,1
51697,2020,300,Greece,3412,European Union (2020 …),67399.587,98.37343,705
51698,2020,300,Greece,344,"China, Hong Kong SAR",0.0,0.0,0
51699,2020,300,Greece,3501,MSG (Melanesian Spearhead Group),0.0,0.0,0
51700,2020,300,Greece,352,Iceland,0.0,0.0,0
51701,2020,300,Greece,356,India,0.0,0.0,0
51702,2020,300,Greece,360,Indonesia,0.0,0.0,0
51703,2020,300,Greece,3601,Northern America and Europe,67694.476,98.80384,714
51704,2020,300,Greece,3602,Central and Southern Asia,0.0,0.0,0
51705,2020,300,Greece,3603,Eastern and South-Eastern Asia,0.0,0.0,0
51706,2020,300,Greece,3604,Western Asia and Northern Africa,791.889,1.15581,12
51707,2020,300,Greece,364,Iran (Islamic Republic of),0.0,0.0,0
51708,2020,300,Greece,368,Iraq,0.0,0.0,0
51709,2020,300,Greece,372,Ireland,0.0,0.0,0
51710,2020,300,Greece,376,Israel,0.0,0.0,0
51711,2020,300,Greece,380,Italy,3.321,0.00485,2
51712,2020,300,Greece,384,Côte d'Ivoire,0.0,0.0,0
51713,2020,300,Greece,388,Jamaica,0.0,0.0,0
51714,2020,300,Greece,3901,APEC (Asia-Pacific Economic Cooperation),1.735,0.00253,1
51715,2020,300,Greece,3903,CIS (Commonwealth of Independent States),0.0,0.0,0
51716,2020,300,Greece,3905,OECD (Organisation for Economic Cooperation and Development),67687.979,98.79436,712
51717,2020,300,Greece,3906,OPEC (Organization of the Petroleum Exporting Countries),2.954,0.00431,1
51718,2020,300,Greece,3907,"ACP (African, Caribbean and Pacific Group of States)",2.432,0.00355,2
51719,2020,300,Greece,3908,LAS (League of Arab States),786.676,1.1482,10
51720,2020,300,Greece,3909,OIC (Organisation of Islamic Cooperation),794.939,1.16026,13
51721,2020,300,Greece,3910,OAS (Organization of American States),1.735,0.00253,1
51722,2020,300,Greece,3912,G7 (Group of Seven),3718.096,5.42677,22
51723,2020,300,Greece,3913,G8 (Group of Eight),3718.096,5.42677,22
51724,2020,300,Greece,3916,G20 (Group of Twenty),67694.169,98.80339,713
51725,2020,300,Greece,3919,G-77 (Group of 77),789.108,1.15175,12
51726,2020,300,Greece,392,Japan,0.0,0.0,0
51727,2020,300,Greece,3921,GSTP (Global System of Trade Preferences among Developing Countries),0.0,0.0,0
51728,2020,300,Greece,3922,GSTP: Africa,0.0,0.0,0
51729,2020,300,Greece,3923,GSTP: Latin America,0.0,0.0,0
51730,2020,300,Greece,3924,GSTP: Asia,0.0,0.0,0
51731,2020,300,Greece,3932,TPP (Trans-Pacific Partnership),0.0,0.0,0
51732,2020,300,Greece,3940,ACP: Africa,0.0,0.0,0
51733,2020,300,Greece,3941,ACP: Western Africa,0.0,0.0,0
51734,2020,300,Greece,3942,ACP: Eastern Africa,0.0,0.0,0
51735,2020,300,Greece,3943,ACP: Central Africa,0.0,0.0,0
51736,2020,300,Greece,3944,ACP: Southern Africa,0.0,0.0,0
51737,2020,300,Greece,3945,ACP: Caribbean,0.0,0.0,0
51738,2020,300,Greece,3946,ACP: Pacific,2.432,0.00355,2
51739,2020,300,Greece,3947,ACP: LDCs,0.0,0.0,0
51740,2020,300,Greece,3948,ACP: LLDCs,0.0,0.0,0
51741,2020,300,Greece,3949,ACP: islands states,0.0,0.0,0
51742,2020,300,Greece,3950,ACP: Northern Africa,0.0,0.0,0
51743,2020,300,Greece,398,Kazakhstan,0.0,0.0,0
51744,2020,300,Greece,400,Jordan,0.0,0.0,0
51745,2020,300,Greece,404,Kenya,0.0,0.0,0
51746,2020,300,Greece,408,"Korea, Dem. People's Rep. of",0.0,0.0,0
51747,2020,300,Greece,410,"Korea, Republic of",0.0,0.0,0
51748,2020,300,Greece,414,Kuwait,0.0,0.0,0
51749,2020,300,Greece,418,Lao People's Dem. Rep.,0.0,0.0,0
51750,2020,300,Greece,422,Lebanon,0.0,0.0,0
51751,2020,300,Greece,428,Latvia,0.0,0.0,0
51752,2020,300,Greece,430,Liberia,0.0,0.0,0
51753,2020,300,Greece,434,Libya,0.0,0.0,0
51754,2020,300,Greece,438,Liechtenstein,0.0,0.0,0
51755,2020,300,Greece,440,Lithuania,0.0,0.0,0
51756,2020,300,Greece,442,Luxembourg,0.0,0.0,0
51757,2020,300,Greece,446,"China, Macao SAR",0.0,0.0,0
51758,2020,300,Greece,450,Madagascar,0.0,0.0,0
51759,2020,300,Greece,458,Malaysia,0.0,0.0,0
51760,2020,300,Greece,462,Maldives,0.0,0.0,0
51761,2020,300,Greece,470,Malta,0.0,0.0,0
51762,2020,300,Greece,474,Martinique,0.0,0.0,0
51763,2020,300,Greece,478,Mauritania,0.0,0.0,0
51764,2020,300,Greece,480,Mauritius,0.0,0.0,0
51765,2020,300,Greece,484,Mexico,0.0,0.0,0
51766,2020,300,Greece,492,Monaco,3421.927,4.99449,12
51767,2020,300,Greece,496,Mongolia,0.0,0.0,0
51768,2020,300,Greece,498,"Moldova, Republic of",0.0,0.0,0
51769,2020,300,Greece,499,Montenegro,0.0,0.0,0
51770,2020,300,Greece,504,Morocco,0.0,0.0,0
51771,2020,300,Greece,508,Mozambique,0.0,0.0,0
51772,2020,300,Greece,5100,Africa,0.0,0.0,0
51773,2020,300,Greece,5110,Northern Africa,0.0,0.0,0
51774,2020,300,Greece,512,Oman,0.0,0.0,0
51775,2020,300,Greece,5120,Sub-Saharan Africa,0.0,0.0,0
51776,2020,300,Greece,5121,Eastern Africa,0.0,0.0,0
51777,2020,300,Greece,5122,Middle Africa,0.0,0.0,0
51778,2020,300,Greece,5123,Southern Africa,0.0,0.0,0
51779,2020,300,Greece,5124,Western Africa,0.0,0.0,0
51780,2020,300,Greece,516,Namibia,0.0,0.0,0
51781,2020,300,Greece,5200,America,1.735,0.00253,1
51782,2020,300,Greece,5210,Northern America,1.735,0.00253,1
51783,2020,300,Greece,5220,Latin America and the Caribbean,0.0,0.0,0
51784,2020,300,Greece,5221,Caribbean,0.0,0.0,0
51785,2020,300,Greece,5222,Central America,0.0,0.0,0
51786,2020,300,Greece,5223,South America,0.0,0.0,0
51787,2020,300,Greece,528,Netherlands,0.0,0.0,0
51788,2020,300,Greece,5300,Asia,791.889,1.15581,12
51789,2020,300,Greece,531,Curaçao,0.0,0.0,0
51790,2020,300,Greece,5310,Central Asia,0.0,0.0,0
51791,2020,300,Greece,5320,Southern Asia,0.0,0.0,0
51792,2020,300,Greece,533,Aruba,0.0,0.0,0
51793,2020,300,Greece,5330,Eastern Asia,0.0,0.0,0
51794,2020,300,Greece,5340,Western Asia,791.889,1.15581,12
51795,2020,300,Greece,535,"Bonaire, Sint Eustatius and Saba",0.0,0.0,0
51796,2020,300,Greece,5350,South-eastern Asia,0.0,0.0,0
51797,2020,300,Greece,540,New Caledonia,0.0,0.0,0
51798,2020,300,Greece,5400,Europe,67692.741,98.80131,713
51799,2020,300,Greece,5410,Eastern Europe,2.47,0.00361,2
51800,2020,300,Greece,5420,Northern Europe,287.634,0.41982,5
51801,2020,300,Greece,5430,Southern Europe,60850.991,88.8154,675
51802,2020,300,Greece,5440,Western Europe,6551.646,9.56249,31
51803,2020,300,Greece,548,Vanuatu,0.0,0.0,0
51804,2020,300,Greece,5500,Oceania,2.432,0.00355,2
51805,2020,300,Greece,554,New Zealand,0.0,0.0,0
51806,2020,300,Greece,558,Nicaragua,0.0,0.0,0
51807,2020,300,Greece,5600,Asia and Oceania,794.321,1.15936,14
51808,2020,300,Greece,566,Nigeria,0.0,0.0,0
51809,2020,300,Greece,579,Norway,0.0,0.0,0
51810,2020,300,Greece,580,Northern Mariana Islands,0.0,0.0,0
51811,2020,300,Greece,583,Micronesia (Federated States of),0.0,0.0,0
51812,2020,300,Greece,584,Marshall Islands,2.432,0.00355,2
51813,2020,300,Greece,585,Palau,0.0,0.0,0
51814,2020,300,Greece,586,Pakistan,0.0,0.0,0
51815,2020,300,Greece,591,Panama,0.0,0.0,0
51816,2020,300,Greece,598,Papua New Guinea,0.0,0.0,0
51817,2020,300,Greece,600,Paraguay,0.0,0.0,0
51818,2020,300,Greece,604,Peru,0.0,0.0,0
51819,2020,300,Greece,608,Philippines,0.0,0.0,0
51820,2020,300,Greece,616,Poland,0.0,0.0,0
51821,2020,300,Greece,620,Portugal,0.0,0.0,0
51822,2020,300,Greece,624,Guinea-Bissau,0.0,0.0,0
51823,2020,300,Greece,626,Timor-Leste,0.0,0.0,0
51824,2020,300,Greece,634,Qatar,783.722,1.14389,9
51825,2020,300,Greece,638,Réunion,0.0,0.0,0
51826,2020,300,Greece,642,Romania,0.0,0.0,0
51827,2020,300,Greece,643,Russian Federation,0.0,0.0,0
51828,2020,300,Greece,652,Saint Barthélemy,0.0,0.0,0
51829,2020,300,Greece,654,Saint Helena,0.0,0.0,0
51830,2020,300,Greece,659,Saint Kitts and Nevis,0.0,0.0,0
51831,2020,300,Greece,660,Anguilla,0.0,0.0,0
51832,2020,300,Greece,662,Saint Lucia,0.0,0.0,0
51833,2020,300,Greece,666,Saint Pierre and Miquelon,0.0,0.0,0
51834,2020,300,Greece,670,Saint Vincent and the Grenadines,0.0,0.0,0
51835,2020,300,Greece,678,Sao Tome and Principe,0.0,0.0,0
51836,2020,300,Greece,682,Saudi Arabia,0.0,0.0,0
51837,2020,300,Greece,686,Senegal,0.0,0.0,0
51838,2020,300,Greece,690,Seychelles,0.0,0.0,0
51839,2020,300,Greece,694,Sierra Leone,0.0,0.0,0
51840,2020,300,Greece,702,Singapore,0.0,0.0,0
51841,2020,300,Greece,704,Viet Nam,0.0,0.0,0
51842,2020,300,Greece,705,Slovenia,0.0,0.0,0
51843,2020,300,Greece,706,Somalia,0.0,0.0,0
51844,2020,300,Greece,710,South Africa,0.0,0.0,0
51845,2020,300,Greece,724,Spain,0.0,0.0,0
51846,2020,300,Greece,729,Sudan,0.0,0.0,0
51847,2020,300,Greece,740,Suriname,0.0,0.0,0
51848,2020,300,Greece,752,Sweden,0.0,0.0,0
51849,2020,300,Greece,756,Switzerland,0.0,0.0,0
51850,2020,300,Greece,757,"Switzerland, Liechtenstein",0.0,0.0,0
51851,2020,300,Greece,760,Syrian Arab Republic,0.0,0.0,0
51852,2020,300,Greece,764,Thailand,0.0,0.0,0
51853,2020,300,Greece,768,Togo,0.0,0.0,0
51854,2020,300,Greece,772,Tokelau,0.0,0.0,0
51855,2020,300,Greece,776,Tonga,0.0,0.0,0
51856,2020,300,Greece,780,Trinidad and Tobago,0.0,0.0,0
51857,2020,300,Greece,784,United Arab Emirates,2.954,0.00431,1
51858,2020,300,Greece,788,Tunisia,0.0,0.0,0
51859,2020,300,Greece,792,Turkey,5.213,0.00761,2
51860,2020,300,Greece,795,Turkmenistan,0.0,0.0,0
51861,2020,300,Greece,796,Turks and Caicos Islands,0.0,0.0,0
51862,2020,300,Greece,798,Tuvalu,0.0,0.0,0
51863,2020,300,Greece,804,Ukraine,2.47,0.00361,2
51864,2020,300,Greece,818,Egypt,0.0,0.0,0
51865,2020,300,Greece,830,Channel Islands,0.0,0.0,0
51866,2020,300,Greece,834,"Tanzania, United Republic of",0.0,0.0,0
51867,2020,300,Greece,841,United States of America including Puerto Rico,1.735,0.00253,1
51868,2020,300,Greece,842,United States of America,1.735,0.00253,1
51869,2020,300,Greece,850,United States Virgin Islands,0.0,0.0,0
51870,2020,300,Greece,858,Uruguay,0.0,0.0,0
51871,2020,300,Greece,862,Venezuela (Bolivarian Rep. of),0.0,0.0,0
51872,2020,300,Greece,876,Wallis and Futuna Islands,0.0,0.0,0
51873,2020,300,Greece,882,Samoa,0.0,0.0,0
51874,2020,300,Greece,887,Yemen,0.0,0.0,0
51875,2020,300,Greece,926,United Kingdom,287.634,0.41982,5
51876,2020,344,"China, Hong Kong SAR",0000,World,201296.908,100.0,2425
51877,2020,344,"China, Hong Kong SAR",0000u,World n.e.s.,93.892,0.04664,4
51878,2020,344,"China, Hong Kong SAR",008,Albania,0.0,0.0,0
51879,2020,344,"China, Hong Kong SAR",012,Algeria,0.0,0.0,0
51880,2020,344,"China, Hong Kong SAR",016,American Samoa,0.0,0.0,0
51881,2020,344,"China, Hong Kong SAR",024,Angola,0.0,0.0,0
51882,2020,344,"China, Hong Kong SAR",028,Antigua and Barbuda,0.0,0.0,0
51883,2020,344,"China, Hong Kong SAR",031,Azerbaijan,0.0,0.0,0
51884,2020,344,"China, Hong Kong SAR",032,Argentina,0.0,0.0,0
51885,2020,344,"China, Hong Kong SAR",036,Australia,2143.501,1.06485,10
51886,2020,344,"China, Hong Kong SAR",040,Austria,0.0,0.0,0
51887,2020,344,"China, Hong Kong SAR",044,Bahamas,0.0,0.0,0
51888,2020,344,"China, Hong Kong SAR",048,Bahrain,0.0,0.0,0
51889,2020,344,"China, Hong Kong SAR",050,Bangladesh,0.0,0.0,0
51890,2020,344,"China, Hong Kong SAR",052,Barbados,0.0,0.0,0
51891,2020,344,"China, Hong Kong SAR",056,Belgium,1663.759,0.82652,27
51892,2020,344,"China, Hong Kong SAR",060,Bermuda,7491.783,3.72176,59
51893,2020,344,"China, Hong Kong SAR",068,Bolivia (Plurinational State of),0.0,0.0,0
51894,2020,344,"China, Hong Kong SAR",076,Brazil,0.0,0.0,0
51895,2020,344,"China, Hong Kong SAR",084,Belize,0.0,0.0,0
51896,2020,344,"China, Hong Kong SAR",090,Solomon Islands,0.0,0.0,0
51897,2020,344,"China, Hong Kong SAR",092,British Virgin Islands,0.0,0.0,0
51898,2020,344,"China, Hong Kong SAR",096,Brunei Darussalam,0.0,0.0,0
51899,2020,344,"China, Hong Kong SAR",100,Bulgaria,0.0,0.0,0
51900,2020,344,"China, Hong Kong SAR",104,Myanmar,0.0,0.0,0
51901,2020,344,"China, Hong Kong SAR",1100,Developed economies,35814.976,17.79211,366
51902,2020,344,"China, Hong Kong SAR",1120,Developed economies: America,12178.97,6.05025,112
51903,2020,344,"China, Hong Kong SAR",1130,Developed economies: Asia,2946.736,1.46388,56
51904,2020,344,"China, Hong Kong SAR",1140,Developed economies: Europe,18545.769,9.21314,188
51905,2020,344,"China, Hong Kong SAR",1150,Developed economies: Oceania,2143.501,1.06485,10
51906,2020,344,"China, Hong Kong SAR",116,Cambodia,0.0,0.0,0
51907,2020,344,"China, Hong Kong SAR",120,Cameroon,0.0,0.0,0
51908,2020,344,"China, Hong Kong SAR",1200,Developing economies,165380.533,82.15751,2054
51909,2020,344,"China, Hong Kong SAR",1210,Developing economies: Africa,706.706,0.35108,12
51910,2020,344,"China, Hong Kong SAR",1220,Developing economies: America,205.236,0.10196,1
51911,2020,344,"China, Hong Kong SAR",1230,Developing economies: Asia,164468.591,81.70448,2041
51912,2020,344,"China, Hong Kong SAR",124,Canada,1596.642,0.79318,10
51913,2020,344,"China, Hong Kong SAR",1250,Developing economies: Oceania,0.0,0.0,0
51914,2020,344,"China, Hong Kong SAR",1300,Transition economies,7.507,0.00373,1
51915,2020,344,"China, Hong Kong SAR",132,Cabo Verde,0.0,0.0,0
51916,2020,344,"China, Hong Kong SAR",136,Cayman Islands,0.0,0.0,0
51917,2020,344,"China, Hong Kong SAR",144,Sri Lanka,0.0,0.0,0
51918,2020,344,"China, Hong Kong SAR",152,Chile,0.0,0.0,0
51919,2020,344,"China, Hong Kong SAR",156,China,78238.22,38.86707,921
51920,2020,344,"China, Hong Kong SAR",158,"China, Taiwan Province of",4192.849,2.08292,60
51921,2020,344,"China, Hong Kong SAR",170,Colombia,0.0,0.0,0
51922,2020,344,"China, Hong Kong SAR",174,Comoros,0.0,0.0,0
